Site Code,Month-Year,Date,FMS Maintenance Availability (Actual),FMS Mean Down Time (Hours),FMS Mean Failure Time (Hours),FMS Mean Time Between Down (Hours),FMS Mean Time Between Failure (Hours),FMS Mean Time To Repair (Hours),FMS Mobile Availability (Actual),FMS Operating Efficiency (Actual),FMS Use of Availability (Actual)
CDA,Mar-2021,2021-03-05 00:00:00,83.82%,5.09,2.891147342995169,26.36,28.65,4.80,90.00%,90.84%,57.56%
CDA,Mar-2021,2021-03-06 00:00:00,84.19%,4.64,1.4519777777777778,24.71,25.70,4.00,90.52%,89.44%,55.80%
CDA,Mar-2021,2021-03-07 00:00:00,79.32%,5.33,0.8888888888888888,20.43,23.45,4.91,87.02%,90.71%,57.21%
CDA,Mar-2021,2021-03-08 00:00:00,80.30%,5.32,1.067797619047619,21.68,22.45,4.98,87.87%,88.75%,56.25%
CDA,Mar-2021,2021-03-09 00:00:00,71.48%,8.11,3.9564814814814815,20.33,21.08,7.92,82.15%,90.45%,54.48%
CDA,Mar-2021,2021-03-10 00:00:00,70.24%,7.88,3.317883141762452,18.61,19.89,6.88,80.79%,90.96%,56.13%
CDA,Mar-2021,2021-03-11 00:00:00,69.83%,9.29,5.023933333333333,21.52,23.24,8.51,80.27%,88.76%,56.89%
CDA,Mar-2021,2021-03-12 00:00:00,75.80%,8.29,5.436725146198831,25.98,31.44,7.80,85.01%,91.15%,55.25%
CDA,Mar-2021,2021-03-13 00:00:00,78.79%,7.68,3.401023391812865,28.53,33.03,7.46,86.72%,91.67%,56.89%
CDA,Mar-2021,2021-03-14 00:00:00,82.91%,5.74,2.1398232323232325,27.84,30.38,5.38,89.17%,90.35%,58.92%
CDA,Mar-2021,2021-03-15 00:00:00,84.60%,5.20,1.0909090909090908,28.58,29.87,4.99,90.59%,88.09%,57.03%
CDA,Mar-2021,2021-03-16 00:00:00,83.91%,6.97,1.7537719298245613,36.35,36.35,6.81,89.59%,87.69%,60.60%
CDA,Mar-2021,2021-03-17 00:00:00,77.41%,7.05,4.203743961352657,24.14,25.19,6.76,86.71%,88.85%,52.53%
CDA,Mar-2021,2021-03-18 00:00:00,81.82%,7.17,3.710231481481481,32.27,34.06,7.15,89.29%,89.57%,53.99%
CDA,Mar-2021,2021-03-19 00:00:00,83.39%,6.51,2.8068859649122806,32.69,34.41,5.78,89.76%,89.01%,57.26%
CDA,Mar-2021,2021-03-20 00:00:00,83.28%,7.64,3.426440972222222,38.08,42.84,6.94,89.18%,92.37%,60.42%
CDA,Mar-2021,2021-03-21 00:00:00,84.76%,6.01,1.878815789473684,33.42,35.18,5.88,90.55%,91.75%,58.04%
CDA,Mar-2021,2021-03-22 00:00:00,84.32%,3.36,0.6154124579124579,18.09,20.28,3.16,90.57%,89.22%,55.98%
CDA,Mar-2021,2021-03-23 00:00:00,85.27%,4.22,0,24.41,28.65,4.01,91.38%,89.47%,54.63%
CDA,Mar-2021,2021-03-24 00:00:00,79.63%,6.33,0.24351851851851852,24.75,28.28,5.17,88.47%,89.26%,50.97%
CDA,Mar-2021,2021-03-25 00:00:00,78.23%,7.80,3.0574122807017545,28.04,32.47,6.47,86.99%,88.91%,53.72%
CDA,Mar-2021,2021-03-26 00:00:00,81.63%,9.16,4.0779398148148145,40.69,54.25,9.04,88.90%,90.26%,55.47%
CDA,Mar-2021,2021-03-27 00:00:00,78.16%,6.48,2.8957523148148145,23.20,26.10,6.10,86.74%,90.55%,54.71%
CDA,Mar-2021,2021-03-28 00:00:00,77.07%,6.57,2.4350631313131315,22.07,26.08,6.50,87.07%,89.59%,49.93%
CDA,Mar-2021,2021-03-29 00:00:00,76.92%,6.70,1.2,22.33,30.15,6.46,86.29%,89.43%,52.93%
CDA,Mar-2021,2021-03-30 00:00:00,79.07%,6.62,0.16437830687830687,25.00,29.76,6.14,87.47%,88.92%,54.13%
CDA,Mar-2021,2021-03-31 00:00:00,72.78%,8.63,0.27185185185185184,23.08,27.47,7.54,83.65%,90.60%,52.24%
CDA,Apr-2021,2021-04-01 00:00:00,64.79%,12.19,0.4142156862745098,22.43,29.03,12.03,79.68%,90.32%,46.92%
CDA,Apr-2021,2021-04-02 00:00:00,68.43%,9.22,0.8117270531400966,19.99,22.60,9.04,81.83%,91.27%,48.12%
CDA,Apr-2021,2021-04-03 00:00:00,71.56%,10.03,0.766375,25.25,30.30,9.99,82.48%,89.07%,53.43%
CDA,Apr-2021,2021-04-04 00:00:00,65.92%,10.81,1.6494570707070708,20.92,24.72,10.44,78.70%,91.05%,52.36%
CDA,Apr-2021,2021-04-05 00:00:00,73.41%,7.99,1.2113773148148148,22.06,26.65,7.76,82.45%,91.50%,58.78%
CDA,Apr-2021,2021-04-06 00:00:00,73.78%,8.43,1.0909090909090908,23.71,28.02,8.23,83.40%,91.86%,55.99%
CDA,Apr-2021,2021-04-07 00:00:00,73.95%,10.12,1.411764705882353,28.72,37.17,9.70,83.14%,94.17%,57.58%
CDA,Apr-2021,2021-04-08 00:00:00,75.57%,9.54,1.263157894736842,29.51,32.61,9.42,84.83%,92.10%,55.34%
CDA,Apr-2021,2021-04-09 00:00:00,78.39%,11.66,2,42.29,56.39,11.19,85.87%,86.55%,59.70%
CDA,Apr-2021,2021-04-10 00:00:00,79.32%,8.76,2.4394444444444447,33.59,44.79,8.51,86.73%,89.83%,58.69%
CDA,Apr-2021,2021-04-11 00:00:00,74.16%,9.95,3.530037037037037,28.55,39.97,9.88,84.17%,91.50%,53.97%
CDA,Apr-2021,2021-04-12 00:00:00,77.81%,7.98,3.192733918128655,27.99,32.41,7.86,86.70%,90.71%,53.82%
CDA,Apr-2021,2021-04-13 00:00:00,76.09%,10.96,4.412649572649572,34.87,48.28,10.06,85.05%,89.12%,55.91%
CDA,Apr-2021,2021-04-14 00:00:00,73.55%,8.08,2.4,22.48,30.35,7.49,83.46%,86.01%,55.10%
CDA,Apr-2021,2021-04-15 00:00:00,77.08%,7.10,2.0869565217391304,23.86,28.01,6.63,85.49%,86.97%,57.10%
CDA,Apr-2021,2021-04-16 00:00:00,75.54%,9.25,2.526315789473684,28.57,34.58,8.16,83.88%,91.90%,59.34%
CDA,Apr-2021,2021-04-17 00:00:00,80.87%,7.84,3.035702614379085,33.14,38.99,7.84,88.12%,90.94%,56.98%
CDA,Apr-2021,2021-04-18 00:00:00,77.13%,6.35,3.1396688034188034,21.41,23.88,5.94,86.04%,90.31%,54.70%
CDA,Apr-2021,2021-04-19 00:00:00,72.65%,6.78,2.2989384920634923,18.00,21.22,5.36,82.98%,90.39%,54.48%
CDA,Apr-2021,2021-04-20 00:00:00,79.27%,7.45,2.0579012345679013,28.50,34.83,6.67,87.58%,89.72%,54.23%
CDA,Apr-2021,2021-04-21 00:00:00,80.98%,10.34,8.507592592592593,44.04,73.39,10.26,88.24%,88.91%,56.71%
CDA,Apr-2021,2021-04-22 00:00:00,80.12%,11.51,4.8,46.40,64.96,11.43,87.79%,90.08%,56.05%
CDA,Apr-2021,2021-04-23 00:00:00,80.13%,6.84,2.6193518518518517,27.59,35.26,6.64,88.08%,93.36%,54.59%
CDA,Apr-2021,2021-04-24 00:00:00,84.21%,4.97,1.1428571428571428,26.53,31.59,4.87,90.58%,90.85%,55.48%
CDA,Apr-2021,2021-04-25 00:00:00,83.11%,5.69,1.5010802469135802,28.02,37.36,5.53,89.65%,87.90%,56.82%
CDA,Apr-2021,2021-04-26 00:00:00,82.73%,5.56,1.6507142857142856,26.63,30.44,5.11,89.89%,90.50%,53.87%
CDA,Apr-2021,2021-04-27 00:00:00,80.05%,9.01,2.7421230158730157,36.18,43.93,7.48,88.22%,89.44%,53.58%
CDA,Apr-2021,2021-04-28 00:00:00,77.66%,9.19,3.971830065359477,31.95,37.59,9.01,86.08%,91.34%,56.24%
CDA,Apr-2021,2021-04-29 00:00:00,77.40%,8.86,3.319104938271605,30.36,35.42,8.24,85.83%,89.83%,56.54%
CDA,Apr-2021,2021-04-30 00:00:00,80.73%,6.89,1.4159027777777777,28.87,33.20,6.88,87.99%,90.36%,57.18%
CDA,May-2021,2021-05-01 00:00:00,76.90%,10.75,2,35.80,53.70,10.67,85.07%,92.10%,58.45%
CDA,May-2021,2021-05-02 00:00:00,78.51%,8.65,1.411764705882353,31.62,39.06,7.53,85.98%,90.84%,59.59%
CDA,May-2021,2021-05-03 00:00:00,79.23%,5.50,1.0859670781893005,21.00,22.56,5.50,87.60%,90.91%,54.01%
CDA,May-2021,2021-05-04 00:00:00,78.98%,7.46,3.0807777777777776,28.02,32.22,7.32,86.77%,90.19%,57.31%
CDA,May-2021,2021-05-05 00:00:00,73.46%,8.19,2.868726851851852,22.68,25.52,7.85,82.92%,93.05%,57.00%
CDA,May-2021,2021-05-06 00:00:00,77.40%,6.60,2.7611458333333334,22.60,27.30,6.11,85.19%,91.32%,59.55%
CDA,May-2021,2021-05-07 00:00:00,80.33%,7.58,2.821549707602339,30.96,35.84,7.30,87.13%,91.75%,60.31%
CDA,May-2021,2021-05-08 00:00:00,78.69%,8.47,1.3333333333333333,31.28,36.49,8.16,86.27%,92.11%,58.75%
CDA,May-2021,2021-05-09 00:00:00,80.41%,6.23,1.1428571428571428,25.59,29.24,6.20,88.46%,89.98%,53.57%
CDA,May-2021,2021-05-10 00:00:00,76.58%,7.81,1,25.53,26.59,6.76,84.94%,90.74%,57.97%
CDA,May-2021,2021-05-11 00:00:00,74.42%,7.96,1.0073958333333335,23.17,25.10,6.95,83.93%,90.36%,55.69%
CDA,May-2021,2021-05-12 00:00:00,79.32%,8.82,2.264201388888889,33.82,40.16,8.57,87.05%,90.88%,57.04%
CDA,May-2021,2021-05-13 00:00:00,81.04%,8.80,1.6,37.64,45.16,7.95,87.71%,90.45%,59.91%
CDA,May-2021,2021-05-14 00:00:00,76.63%,9.06,1.4546913580246914,29.69,36.28,7.97,84.63%,92.13%,59.55%
CDA,May-2021,2021-05-15 00:00:00,78.31%,9.27,1.411764705882353,33.46,39.37,7.94,85.52%,91.47%,61.11%
CDA,May-2021,2021-05-16 00:00:00,76.44%,8.67,1.0909090909090908,28.12,30.68,7.16,83.95%,91.95%,62.05%
CDA,May-2021,2021-05-17 00:00:00,81.40%,6.28,1.0909090909090908,27.49,31.23,5.27,87.78%,88.35%,60.94%
CDA,May-2021,2021-05-18 00:00:00,72.11%,8.23,0.9230769230769231,21.27,23.72,7.04,81.58%,91.19%,58.39%
CDA,May-2021,2021-05-19 00:00:00,77.35%,6.96,1.1256944444444443,23.76,27.00,5.91,86.58%,91.14%,52.94%
CDA,May-2021,2021-05-20 00:00:00,77.18%,7.49,1.8652546296296295,25.32,27.43,6.26,84.92%,91.00%,60.04%
CDA,May-2021,2021-05-21 00:00:00,78.43%,9.93,3.869575163398693,36.12,40.37,7.73,85.43%,91.47%,61.98%
CDA,May-2021,2021-05-22 00:00:00,77.03%,8.08,3.7214009661835745,27.08,28.25,6.86,85.05%,91.04%,58.96%
CDA,May-2021,2021-05-23 00:00:00,77.88%,8.09,3.9739251207729467,28.49,29.73,6.60,85.01%,91.05%,62.06%
CDA,May-2021,2021-05-24 00:00:00,76.14%,10.40,3.2427314814814814,33.19,36.88,9.01,83.95%,91.98%,61.01%
CDA,May-2021,2021-05-25 00:00:00,74.04%,7.32,1.8461538461538463,20.88,24.10,6.46,83.05%,91.18%,58.21%
CDA,May-2021,2021-05-26 00:00:00,75.20%,9.36,2.1925396825396826,28.39,31.09,7.78,83.38%,90.62%,60.42%
CDA,May-2021,2021-05-27 00:00:00,73.04%,11.18,1.6628431372549017,30.27,35.61,9.03,82.70%,88.07%,56.67%
CDA,May-2021,2021-05-28 00:00:00,73.86%,11.04,2.5196666666666667,31.20,39.52,9.76,84.00%,90.81%,53.82%
CDA,May-2021,2021-05-29 00:00:00,75.93%,8.70,3.4601023391812866,27.43,31.76,7.54,85.51%,91.41%,53.46%
CDA,May-2021,2021-05-30 00:00:00,78.16%,11.91,3.2790972222222217,42.63,53.29,10.17,86.46%,92.31%,56.03%
CDA,May-2021,2021-05-31 00:00:00,80.10%,12.07,2.347222222222222,48.59,52.64,10.14,88.05%,87.89%,54.63%
CDA,Jun-2021,2021-06-01 00:00:00,77.10%,7.64,1.0434782608695652,25.73,27.97,6.03,85.51%,85.87%,57.03%
CDA,Jun-2021,2021-06-02 00:00:00,73.85%,10.01,1.2,28.27,31.09,8.59,83.24%,90.76%,56.86%
CDA,Jun-2021,2021-06-03 00:00:00,72.13%,7.22,0.7741935483870968,18.69,19.90,5.96,82.27%,89.61%,55.80%
CDA,Jun-2021,2021-06-04 00:00:00,76.99%,10.57,1.7977256944444444,35.38,42.01,8.13,85.05%,92.66%,58.80%
CDA,Jun-2021,2021-06-05 00:00:00,79.13%,7.15,1.9510990338164254,27.12,29.48,5.87,86.69%,90.32%,58.19%
CDA,Jun-2021,2021-06-06 00:00:00,77.16%,8.93,2.071812865497076,30.17,33.35,7.06,86.05%,91.39%,54.79%
CDA,Jun-2021,2021-06-07 00:00:00,75.52%,8.61,1.5200793650793651,26.55,29.08,6.46,85.27%,90.05%,53.29%
CDA,Jun-2021,2021-06-08 00:00:00,77.98%,8.09,2.4081018518518515,28.66,35.03,6.69,86.70%,91.38%,54.35%
CDA,Jun-2021,2021-06-09 00:00:00,76.00%,10.04,1.5,31.79,39.74,8.36,85.06%,89.53%,55.62%
CDA,Jun-2021,2021-06-10 00:00:00,74.67%,10.34,1.3333333333333333,30.49,35.57,8.89,83.84%,92.05%,56.82%
CDA,Jun-2021,2021-06-11 00:00:00,80.78%,6.33,1,26.60,28.82,5.97,87.76%,90.37%,58.64%
CDA,Jun-2021,2021-06-12 00:00:00,78.10%,9.88,2.261064814814815,35.25,37.21,9.45,86.03%,89.60%,57.92%
CDA,Jun-2021,2021-06-13 00:00:00,78.69%,9.93,2.834925925925926,36.68,41.57,9.34,87.43%,92.76%,53.06%
CDA,Jun-2021,2021-06-14 00:00:00,79.24%,9.42,3.9625694444444446,35.96,40.46,9.30,87.38%,92.04%,55.12%
CDA,Jun-2021,2021-06-15 00:00:00,77.57%,6.44,2.926597222222222,22.25,25.96,5.97,86.59%,89.13%,53.54%
CDA,Jun-2021,2021-06-16 00:00:00,74.05%,12.88,4.857307692307692,36.76,42.41,12.77,85.62%,88.05%,47.91%
CDA,Jun-2021,2021-06-17 00:00:00,75.89%,9.14,2.526315789473684,28.78,33.33,8.89,85.03%,88.72%,55.42%
CDA,Jun-2021,2021-06-18 00:00:00,75.78%,7.59,2.2857142857142856,23.74,29.40,7.18,85.32%,89.54%,53.86%
CDA,Jun-2021,2021-06-19 00:00:00,78.86%,9.39,1.8981944444444447,35.03,38.93,8.89,86.02%,91.12%,60.60%
CDA,Jun-2021,2021-06-20 00:00:00,72.37%,9.96,1.7894696969696968,26.08,29.64,9.01,81.47%,92.55%,59.55%
CDA,Jun-2021,2021-06-21 00:00:00,72.82%,9.72,2.0967746913580245,26.03,34.71,9.55,82.62%,90.41%,56.36%
CDA,Jun-2021,2021-06-22 00:00:00,77.09%,10.01,1.7725185185185184,33.69,42.67,9.95,85.76%,91.03%,55.85%
CDA,Jun-2021,2021-06-23 00:00:00,70.61%,13.30,3.7617307692307693,31.96,39.33,12.79,84.16%,76.41%,45.20%
CDA,Jun-2021,2021-06-24 00:00:00,77.94%,7.81,1.9387191358024691,27.60,35.27,7.59,86.63%,92.38%,54.53%
CDA,Jun-2021,2021-06-25 00:00:00,76.33%,9.02,1.263157894736842,29.09,33.69,8.55,85.23%,89.63%,55.88%
CDA,Jun-2021,2021-06-26 00:00:00,79.76%,8.42,1.2,33.19,34.85,8.23,86.84%,90.74%,59.72%
CDA,Jun-2021,2021-06-27 00:00:00,81.27%,7.63,1.263157894736842,33.10,36.58,7.56,88.08%,91.91%,58.71%
CDA,Jun-2021,2021-06-28 00:00:00,80.45%,7.84,1.3280026455026455,32.25,32.25,6.58,87.75%,91.65%,57.43%
CDA,Jun-2021,2021-06-29 00:00:00,74.87%,10.47,2.6012345679012348,31.21,34.68,9.56,84.41%,90.34%,55.02%
CDA,Jun-2021,2021-06-30 00:00:00,77.08%,8.45,3.017808641975309,28.43,34.75,8.35,86.16%,90.50%,54.01%
CDA,Jul-2021,2021-07-01 00:00:00,72.07%,9.93,2.3806372549019605,25.62,34.67,9.75,83.01%,90.99%,52.82%
CDA,Jul-2021,2021-07-02 00:00:00,77.50%,10.39,1.7142857142857142,35.81,46.04,10.23,86.08%,87.35%,55.72%
CDA,Jul-2021,2021-07-03 00:00:00,75.36%,11.04,3.2,33.77,42.78,10.77,84.39%,89.66%,56.60%
CDA,Jul-2021,2021-07-04 00:00:00,77.33%,8.20,2.2857142857142856,27.98,30.65,7.34,85.96%,91.34%,55.71%
CDA,Jul-2021,2021-07-05 00:00:00,76.38%,8.05,1.0868115942028986,26.04,27.17,7.25,85.62%,91.87%,54.32%
CDA,Jul-2021,2021-07-06 00:00:00,78.56%,7.56,1.6446843434343434,27.72,30.24,7.23,86.46%,91.98%,57.37%
CDA,Jul-2021,2021-07-07 00:00:00,76.49%,7.45,1.8664141414141417,24.24,27.54,7.41,86.05%,88.53%,52.77%
CDA,Jul-2021,2021-07-08 00:00:00,79.12%,8.25,4.505416666666666,31.27,38.22,7.43,86.49%,90.25%,59.18%
CDA,Jul-2021,2021-07-09 00:00:00,74.43%,8.05,3.6038095238095242,23.42,29.00,7.48,84.44%,89.16%,53.66%
CDA,Jul-2021,2021-07-10 00:00:00,78.17%,7.81,4.431527777777777,27.98,40.22,7.00,86.63%,92.03%,55.26%
CDA,Jul-2021,2021-07-11 00:00:00,78.45%,7.66,2.823529411764706,27.90,36.10,7.02,87.46%,91.41%,52.21%
CDA,Jul-2021,2021-07-12 00:00:00,80.87%,7.30,2.526315789473684,30.84,32.47,6.79,89.07%,88.78%,51.91%
CDA,Jul-2021,2021-07-13 00:00:00,82.13%,6.21,2.1818181818181817,28.53,29.83,5.24,89.27%,92.46%,55.22%
CDA,Jul-2021,2021-07-14 00:00:00,84.69%,7.64,3.7161538461538464,42.24,51.99,7.50,90.91%,89.94%,55.32%
CDA,Jul-2021,2021-07-15 00:00:00,80.98%,6.87,3.6410185185185187,29.26,32.05,6.64,88.24%,88.28%,56.75%
CDA,Jul-2021,2021-07-16 00:00:00,83.40%,6.55,3.1402006172839503,32.90,36.56,6.31,90.26%,92.52%,54.25%
CDA,Jul-2021,2021-07-17 00:00:00,81.65%,7.21,3.6850653594771243,32.08,39.63,7.13,88.74%,91.50%,56.50%
CDA,Jul-2021,2021-07-18 00:00:00,80.43%,7.37,4.265049019607843,30.27,37.40,7.27,88.38%,88.11%,54.01%
CDA,Jul-2021,2021-07-19 00:00:00,81.46%,5.52,3.155011574074074,24.23,27.26,5.40,88.92%,87.63%,54.75%
CDA,Jul-2021,2021-07-20 00:00:00,76.06%,5.97,1.6,18.95,20.85,5.78,85.35%,89.50%,54.53%
CDA,Jul-2021,2021-07-21 00:00:00,73.53%,6.80,1.7142857142857142,18.89,20.24,5.33,84.82%,86.46%,49.72%
CDA,Jul-2021,2021-07-22 00:00:00,79.91%,7.04,2.806825396825397,27.99,30.65,6.27,87.96%,90.51%,54.45%
CDA,Jul-2021,2021-07-23 00:00:00,74.28%,10.23,5.797135416666666,29.55,36.94,10.18,84.77%,86.22%,51.87%
CDA,Jul-2021,2021-07-24 00:00:00,78.47%,10.23,6.401230158730159,37.29,45.28,9.93,87.06%,82.39%,54.18%
CDA,Jul-2021,2021-07-25 00:00:00,78.90%,8.65,6.044583333333334,32.32,40.40,8.57,87.14%,91.67%,55.19%
CDA,Jul-2021,2021-07-26 00:00:00,80.44%,4.47,2.6352037037037035,18.36,20.81,4.18,88.70%,91.92%,52.37%
CDA,Jul-2021,2021-07-27 00:00:00,78.88%,6.98,2.213635265700483,26.08,28.35,6.92,87.01%,90.16%,55.76%
CDA,Jul-2021,2021-07-28 00:00:00,78.20%,7.21,2.2857142857142856,25.87,30.79,7.10,86.48%,89.32%,56.11%
CDA,Jul-2021,2021-07-29 00:00:00,79.11%,6.89,2.4,26.09,32.61,6.56,87.19%,91.18%,55.66%
CDA,Jul-2021,2021-07-30 00:00:00,75.77%,7.49,2.234646464646465,23.41,27.67,7.29,85.52%,88.53%,52.96%
CDA,Jul-2021,2021-07-31 00:00:00,80.55%,8.77,3.6320925925925924,36.34,46.02,8.67,87.60%,89.30%,58.64%
CDA,Aug-2021,2021-08-01 00:00:00,77.31%,9.35,3.439052287581699,31.85,39.34,8.15,85.39%,92.67%,58.28%
CDA,Aug-2021,2021-08-02 00:00:00,75.60%,9.53,3.455408496732026,29.52,36.47,7.74,85.11%,90.31%,54.20%
CDA,Aug-2021,2021-08-03 00:00:00,75.26%,10.29,3,31.32,37.19,9.73,85.45%,89.44%,51.81%
CDA,Aug-2021,2021-08-04 00:00:00,70.42%,10.41,3,24.79,35.63,10.36,82.49%,86.78%,50.52%
CDA,Aug-2021,2021-08-05 00:00:00,76.53%,6.62,2.0869565217391304,21.59,26.29,6.20,86.44%,84.64%,51.13%
CDA,Aug-2021,2021-08-06 00:00:00,80.00%,7.27,2.2857142857142856,29.06,31.83,6.62,87.78%,86.28%,55.67%
CDA,Aug-2021,2021-08-07 00:00:00,83.60%,11.19,4.363636363636363,57.03,62.22,11.18,90.18%,90.69%,55.47%
CDA,Aug-2021,2021-08-08 00:00:00,83.53%,7.56,3.876706349206349,38.32,43.79,7.17,91.16%,84.43%,49.16%
CDA,Aug-2021,2021-08-09 00:00:00,82.48%,6.21,3.6440555555555556,29.23,35.08,5.82,89.11%,91.56%,57.55%
CDA,Aug-2021,2021-08-10 00:00:00,83.55%,5.77,3.557962962962963,29.33,32.12,5.43,90.29%,91.71%,54.62%
CDA,Aug-2021,2021-08-11 00:00:00,84.53%,5.25,3.3401608187134504,28.69,36.24,5.12,90.79%,88.78%,55.45%
CDA,Aug-2021,2021-08-12 00:00:00,80.16%,5.98,2,24.18,27.20,5.34,88.17%,89.73%,54.21%
CDA,Aug-2021,2021-08-13 00:00:00,84.13%,4.00,1.6,21.22,23.34,3.25,90.35%,90.24%,56.65%
CDA,Aug-2021,2021-08-14 00:00:00,82.11%,5.91,2.1818181818181817,27.13,30.83,4.79,89.20%,87.83%,55.58%
CDA,Aug-2021,2021-08-15 00:00:00,77.96%,6.47,2.4074033816425118,22.88,27.85,5.85,86.73%,87.37%,54.12%
CDA,Aug-2021,2021-08-16 00:00:00,70.17%,8.53,4.433365384615384,20.06,23.92,8.33,80.67%,89.82%,56.34%
CDA,Aug-2021,2021-08-17 00:00:00,72.28%,9.19,4.531570048309178,23.95,27.08,8.91,82.54%,87.26%,55.16%
CDA,Aug-2021,2021-08-18 00:00:00,71.04%,14.85,9.53938492063492,36.41,44.21,14.68,81.49%,90.69%,55.71%
CDA,Aug-2021,2021-08-19 00:00:00,74.61%,8.91,5.501717171717171,26.17,28.55,8.73,84.37%,88.31%,54.41%
CDA,Aug-2021,2021-08-20 00:00:00,78.66%,9.77,3.927534722222222,36.01,42.76,9.43,86.43%,87.00%,57.86%
CDA,Aug-2021,2021-08-21 00:00:00,78.22%,5.88,2.3225806451612905,21.13,22.49,5.74,85.81%,86.61%,59.40%
CDA,Aug-2021,2021-08-22 00:00:00,78.12%,10.19,3.502037037037037,36.40,38.42,9.87,85.84%,87.52%,58.89%
CDA,Aug-2021,2021-08-23 00:00:00,80.06%,7.41,1.3667361111111112,29.77,34.23,7.20,87.54%,90.34%,57.17%
CDA,Aug-2021,2021-08-24 00:00:00,76.42%,7.68,1.89531746031746,24.90,29.64,7.33,85.96%,87.65%,52.93%
CDA,Aug-2021,2021-08-25 00:00:00,74.59%,10.64,2.470763888888889,31.25,37.11,9.90,85.22%,91.44%,50.94%
CDA,Aug-2021,2021-08-26 00:00:00,78.57%,8.44,3.2193859649122807,30.96,34.22,8.16,87.04%,93.94%,54.61%
CDA,Aug-2021,2021-08-27 00:00:00,77.94%,8.27,3.907333333333333,29.22,33.61,8.21,86.09%,90.59%,57.07%
CDA,Aug-2021,2021-08-28 00:00:00,81.44%,6.66,1.0909090909090908,29.21,31.86,6.53,88.32%,90.79%,58.01%
CDA,Aug-2021,2021-08-29 00:00:00,79.69%,11.51,0.304551282051282,45.17,52.12,11.20,87.37%,90.74%,56.69%
CDA,Aug-2021,2021-08-30 00:00:00,78.04%,9.57,0,34.00,40.01,9.57,86.01%,86.61%,57.80%
CDA,Aug-2021,2021-08-31 00:00:00,69.82%,8.29,0.37867816091954026,19.17,21.15,7.60,80.62%,88.82%,55.63%
CDA,Sep-2021,2021-09-01 00:00:00,72.22%,9.29,2.1212666666666666,24.15,25.12,8.81,82.34%,89.78%,55.75%
CDA,Sep-2021,2021-09-02 00:00:00,78.57%,7.01,0.9108091787439613,25.70,29.05,6.40,86.68%,91.64%,56.36%
CDA,Sep-2021,2021-09-03 00:00:00,80.80%,9.81,0.20974206349206348,41.29,47.19,9.77,88.52%,91.10%,54.56%
CDA,Sep-2021,2021-09-04 00:00:00,80.82%,7.89,0.028035714285714285,33.27,42.78,7.34,89.16%,90.91%,51.24%
CDA,Sep-2021,2021-09-05 00:00:00,76.21%,5.93,0,18.99,20.83,4.50,85.27%,88.64%,55.35%
CDA,Sep-2021,2021-09-06 00:00:00,77.60%,7.27,0,25.17,32.72,7.20,86.19%,88.63%,55.50%
CDA,Sep-2021,2021-09-07 00:00:00,75.31%,8.20,0,25.02,30.02,7.99,85.56%,85.63%,51.49%
CDA,Sep-2021,2021-09-08 00:00:00,74.91%,8.21,0,24.52,28.02,8.19,85.60%,89.70%,50.25%
CDA,Sep-2021,2021-09-09 00:00:00,78.75%,6.02,0.2509606481481481,22.29,26.01,5.73,87.68%,88.97%,52.03%
CDA,Sep-2021,2021-09-10 00:00:00,81.89%,5.17,1.1756159420289853,23.39,28.47,5.06,89.41%,89.88%,53.53%
CDA,Sep-2021,2021-09-11 00:00:00,79.90%,10.98,3.9420085470085473,43.64,50.36,10.38,87.96%,84.88%,54.40%
CDA,Sep-2021,2021-09-12 00:00:00,79.58%,6.86,1.537826086956522,26.72,29.04,5.72,87.43%,89.59%,56.05%
CDA,Sep-2021,2021-09-13 00:00:00,80.72%,8.03,0,33.61,39.54,6.91,88.26%,88.96%,55.67%
CDA,Sep-2021,2021-09-14 00:00:00,77.95%,9.26,0,32.74,34.46,9.15,86.46%,86.29%,55.35%
CDA,Sep-2021,2021-09-15 00:00:00,81.63%,10.62,0,47.19,55.06,10.48,89.13%,89.37%,54.19%
CDA,Sep-2021,2021-09-16 00:00:00,77.98%,7.96,0.2615162037037037,28.19,28.19,6.70,86.04%,88.59%,57.49%
CDA,Sep-2021,2021-09-17 00:00:00,76.33%,9.38,1.8517283950617285,30.26,35.30,8.16,85.60%,91.10%,54.27%
CDA,Sep-2021,2021-09-18 00:00:00,83.39%,6.80,0.38757407407407407,34.13,45.51,6.21,90.06%,91.64%,55.41%
CDA,Sep-2021,2021-09-19 00:00:00,81.26%,6.42,1.285277777777778,27.83,30.36,5.97,88.74%,90.88%,55.02%
CDA,Sep-2021,2021-09-20 00:00:00,85.52%,5.78,0.597854938271605,34.17,37.96,5.23,91.54%,90.00%,54.56%
CDA,Sep-2021,2021-09-21 00:00:00,81.19%,5.71,0,24.67,26.72,5.49,89.14%,87.21%,52.59%
CDA,Sep-2021,2021-09-22 00:00:00,79.20%,7.89,0,30.05,30.05,7.55,87.88%,88.32%,52.49%
CDA,Sep-2021,2021-09-23 00:00:00,78.08%,5.27,0,18.76,19.33,5.02,86.91%,88.25%,53.65%
CDA,Sep-2021,2021-09-24 00:00:00,78.72%,5.27,0.20292534722222222,19.51,20.73,5.19,86.90%,90.55%,55.79%
CDA,Sep-2021,2021-09-25 00:00:00,77.25%,7.00,0.3030902777777778,23.78,26.75,5.95,86.18%,92.19%,54.46%
