Site Code,Month-Year,Date,FMS Total Active Maintenance Hours (Actual),FMS Total Available Time (Actual),FMS Total Excluded Calendar Hours (Actual),FMS Total Maintenance Delay Hours (Actual),FMS Total Maintenance Hours (Actual),FMS Total Operational Delay Hours (Actual),FMS Total Production Time (Hours) (Actual),FMS Total Standby Hours (Actual),FMS Total Utilized Time (Actual)
QBM,Jul-2021,2021-07-11 00:00:00,0.00,1099.4819444444445,0.00,0.00,15.78,66.46,882.71,150.31,949.17
QBM,Jul-2021,2021-07-12 00:00:00,0.00,1080,0.00,0.00,24.00,48.29,892.42,139.29,940.71
QBM,Jul-2021,2021-07-13 00:00:00,0.00,1076.3361111111112,0.00,3.66,27.66,49.50,843.87,182.96,893.37
QBM,Jul-2021,2021-07-14 00:00:00,0.00,1066.8930555555555,0.00,0.00,24.00,52.26,837.77,176.86,890.03
QBM,Jul-2021,2021-07-15 00:00:00,0.00,1069.2902777777776,0.00,0.00,24.00,61.57,841.01,166.70,902.59
QBM,Jul-2021,2021-07-16 00:00:00,4.91,1075.0930555555556,0.00,0.00,28.91,32.69,834.48,207.93,867.17
QBM,Jul-2021,2021-07-17 00:00:00,5.35,1056.02,0.00,0.00,29.35,28.13,854.93,172.97,883.05
QBM,Jul-2021,2021-07-18 00:00:00,35.13,995.4263888888887,0.00,0.00,59.13,32.95,867.10,95.37,900.05
QBM,Jul-2021,2021-07-19 00:00:00,15.44,992.5611111111111,0.00,0.00,39.44,58.18,842.57,91.81,900.75
QBM,Jul-2021,2021-07-20 00:00:00,1.00,1009.633888888889,0.00,0.00,25.00,25.85,881.96,101.82,907.81
QBM,Jul-2021,2021-07-21 00:00:00,21.20,986.7975,0.00,0.00,45.20,25.79,852.41,108.59,878.20
QBM,Jul-2021,2021-07-22 00:00:00,24.00,991.2638888888889,0.00,0.00,48.00,31.05,864.45,95.76,895.50
QBM,Jul-2021,2021-07-23 00:00:00,24.00,984,0.00,0.00,48.00,29.19,873.90,80.91,903.09
QBM,Jul-2021,2021-07-24 00:00:00,1.17,1012.9330555555556,0.00,0.00,25.17,36.61,912.81,63.51,949.43
QBM,Jul-2021,2021-07-25 00:00:00,0.00,1025.6272222222224,0.00,0.00,24.00,32.45,929.79,63.39,962.24
QBM,Jul-2021,2021-07-26 00:00:00,0.00,1062.2605555555556,0.00,0.00,24.00,28.17,936.84,97.25,965.01
QBM,Jul-2021,2021-07-27 00:00:00,1.53,1076.3966666666668,0.00,0.00,27.60,36.13,903.53,136.74,939.65
QBM,Jul-2021,2021-07-28 00:00:00,7.16,1084.24,0.00,7.90,39.06,46.43,911.60,126.21,958.03
QBM,Jul-2021,2021-07-29 00:00:00,0.13,1103.8730555555555,0.00,0.00,24.13,23.41,950.01,130.45,973.43
QBM,Jul-2021,2021-07-30 00:00:00,7.54,1178.813611111111,0.00,0.00,11.69,12.02,1039.73,127.07,1051.75
QBM,Jul-2021,2021-07-31 00:00:00,16.48,1183.518611111111,0.00,0.00,16.48,38.58,1039.80,105.14,1078.38
QBM,Aug-2021,2021-08-01 00:00:00,25.11,1194.925,0.00,0.00,25.11,44.09,1058.48,92.36,1102.57
QBM,Aug-2021,2021-08-02 00:00:00,25.36,1198.6397222222222,0.00,0.00,25.36,2.39,1115.91,80.34,1118.30
QBM,Aug-2021,2021-08-03 00:00:00,24.00,1200,0.00,0.00,24.00,5.28,1109.31,85.41,1114.59
QBM,Aug-2021,2021-08-04 00:00:00,2.83,1201.7025,0.00,0.00,22.30,0.00,1104.02,97.68,1104.02
QBM,Aug-2021,2021-08-05 00:00:00,18.63,1181.3658333333333,0.00,0.00,42.63,0.00,1104.00,77.37,1104.00
QBM,Aug-2021,2021-08-06 00:00:00,24.00,1189.5319444444444,0.00,0.00,34.47,0.00,1104.00,85.53,1104.00
QBM,Aug-2021,2021-08-07 00:00:00,24.00,1178.9152777777779,0.00,21.08,45.08,0.00,1104.00,74.92,1104.00
QBM,Aug-2021,2021-08-08 00:00:00,10.33,1195.5708333333334,0.00,1.75,28.43,6.93,1147.68,40.96,1154.61
QBM,Aug-2021,2021-08-09 00:00:00,0.00,1218.815,0.00,0.00,5.19,1.37,1176.00,41.44,1177.37
QBM,Aug-2021,2021-08-10 00:00:00,20.25,1203.7522222222221,0.00,0.00,20.25,1.73,1069.61,132.41,1071.34
QBM,Aug-2021,2021-08-11 00:00:00,55.08,1183.3777777777777,0.00,0.00,55.08,28.40,1034.35,120.63,1062.75
QBM,Aug-2021,2021-08-12 00:00:00,44.69,1203.3144444444445,0.00,0.00,44.69,6.64,1091.28,105.40,1097.92
QBM,Aug-2021,2021-08-13 00:00:00,48.00,1200,0.00,0.00,48.00,11.27,1088.01,100.72,1099.28
QBM,Aug-2021,2021-08-14 00:00:00,23.64,1224.4405555555554,0.00,12.50,36.14,14.76,1114.19,95.49,1128.95
QBM,Aug-2021,2021-08-15 00:00:00,25.17,1226.693888888889,0.00,20.13,45.31,0.00,1058.77,167.92,1058.77
QBM,Aug-2021,2021-08-16 00:00:00,24.00,1265.2611111111112,0.00,0.00,24.00,5.66,1127.48,132.13,1133.13
QBM,Aug-2021,2021-08-17 00:00:00,23.99,1272.0097222222223,0.00,0.00,23.99,0.00,1080.24,191.77,1080.24
QBM,Aug-2021,2021-08-18 00:00:00,24.00,1272,0.00,0.00,24.00,0.00,1080.00,192.00,1080.00
QBM,Aug-2021,2021-08-19 00:00:00,28.31,1267.6922222222222,0.00,0.00,28.31,6.42,1139.77,121.51,1146.18
QBM,Aug-2021,2021-08-20 00:00:00,3.58,1287.3011111111111,0.00,0.00,8.70,34.98,1179.06,73.26,1214.04
QBM,Aug-2021,2021-08-21 00:00:00,30.32,1265.6797222222222,0.00,0.00,30.32,48.00,1145.68,72.00,1193.68
QBM,Aug-2021,2021-08-22 00:00:00,1.43,1291.9683333333332,0.00,0.00,4.03,29.52,1193.05,69.40,1222.57
QBM,Aug-2021,2021-08-23 00:00:00,12.86,1283.14,0.00,0.00,12.86,7.13,1165.43,110.59,1172.55
QBM,Aug-2021,2021-08-24 00:00:00,85.18,1208.8052777777777,0.00,2.02,87.19,12.37,1093.28,103.16,1105.65
QBM,Aug-2021,2021-08-25 00:00:00,43.86,1249.5225,0.00,2.62,46.48,9.55,1079.73,160.25,1089.28
QBM,Aug-2021,2021-08-26 00:00:00,61.55,1211.5477777777778,0.00,22.90,84.45,14.34,1009.24,187.97,1023.58
QBM,Aug-2021,2021-08-27 00:00:00,52.81,1238.6619444444445,0.00,20.64,73.45,1.20,1030.55,206.92,1031.74
QBM,Aug-2021,2021-08-28 00:00:00,48.14,1256.0155555555555,0.00,14.55,63.98,7.83,1084.60,163.59,1092.43
QBM,Aug-2021,2021-08-29 00:00:00,58.71,1241.0858333333333,0.00,19.45,78.16,9.89,1067.93,163.27,1077.82
QBM,Aug-2021,2021-08-30 00:00:00,61.24,1243.6483333333333,0.00,0.00,61.24,11.27,1056.13,176.25,1067.40
QBM,Aug-2021,2021-08-31 00:00:00,80.00,1215.996111111111,0.00,0.00,80.00,0.00,1038.60,177.40,1038.60
QBM,Sep-2021,2021-09-01 00:00:00,72.00,1201.8055555555557,0.00,0.00,94.19,0.00,1043.35,158.46,1043.35
QBM,Sep-2021,2021-09-02 00:00:00,47.23,834.4033333333332,351.35,16.22,87.45,9.12,669.83,155.45,678.95
QBM,Sep-2021,2021-09-03 00:00:00,24.99,686.1405555555555,504.00,24.00,72.99,6.33,561.38,118.44,567.70
QBM,Sep-2021,2021-09-04 00:00:00,23.00,699.6780555555554,483.00,2.80,54.81,21.87,566.53,111.29,588.39
QBM,Sep-2021,2021-09-05 00:00:00,28.63,721.2038888888889,504.00,0.00,70.80,39.52,578.80,102.89,618.32
QBM,Sep-2021,2021-09-06 00:00:00,40.02,735.5780555555556,504.00,0.00,56.42,13.17,554.62,167.79,567.78
QBM,Sep-2021,2021-09-07 00:00:00,27.46,764.5419444444444,504.00,0.00,27.46,9.65,542.81,212.08,552.46
QBM,Sep-2021,2021-09-08 00:00:00,51.38,756.7333333333333,504.00,0.00,51.38,5.19,515.53,236.01,520.72
QBM,Sep-2021,2021-09-09 00:00:00,51.92,758.3591666666666,504.00,5.72,57.64,4.51,515.48,238.36,520.00
QBM,Sep-2021,2021-09-10 00:00:00,25.01,785.1552777777778,504.00,5.84,30.84,4.43,520.65,260.07,525.08
QBM,Sep-2021,2021-09-11 00:00:00,15.21,797.3597222222222,504.00,3.43,18.64,1.04,528.73,267.59,529.77
QBM,Sep-2021,2021-09-12 00:00:00,39.34,794.5847222222222,504.00,0.00,39.34,16.18,576.12,202.29,592.29
QBM,Sep-2021,2021-09-13 00:00:00,99.71,740.2344444444445,504.00,0.00,99.71,10.30,559.91,170.02,570.21
QBM,Sep-2021,2021-09-14 00:00:00,54.52,777.9191666666667,504.00,0.00,62.08,7.51,586.30,184.12,593.80
QBM,Sep-2021,2021-09-15 00:00:00,48.00,772.9055555555556,504.00,0.00,67.09,11.01,596.86,165.04,607.86
QBM,Sep-2021,2021-09-16 00:00:00,63.71,770.3183333333334,504.00,2.66,69.68,21.06,599.06,150.19,620.13
QBM,Sep-2021,2021-09-17 00:00:00,48.33,768.6583333333333,504.00,23.01,71.34,10.75,577.51,180.40,588.26
QBM,Sep-2021,2021-09-18 00:00:00,48.00,807.0372222222221,504.00,4.19,52.19,24.56,619.23,163.25,643.79
QBM,Sep-2021,2021-09-19 00:00:00,48.00,816,504.00,0.00,48.00,33.39,641.11,141.50,674.50
QBM,Sep-2021,2021-09-20 00:00:00,48.00,799.6688888888889,504.00,16.33,64.33,20.03,598.36,181.27,618.40
QBM,Sep-2021,2021-09-21 00:00:00,48.35,814.4025,504.00,1.25,49.60,9.19,597.28,207.93,606.47
QBM,Sep-2021,2021-09-22 00:00:00,25.26,838.7386111111111,504.00,0.00,25.26,9.08,603.80,225.86,612.88
QBM,Sep-2021,2021-09-23 00:00:00,23.18,840.8194444444445,504.00,0.00,23.18,12.11,621.53,207.18,633.64
QBM,Sep-2021,2021-09-24 00:00:00,59.68,791.4641666666666,504.00,0.86,60.54,9.72,604.21,177.53,613.93
QBM,Sep-2021,2021-09-25 00:00:00,60.26,822.0766666666668,484.59,0.00,60.26,24.18,593.15,204.74,617.34
QBM,Sep-2021,2021-09-26 00:00:00,95.32,792.6822222222222,480.00,0.00,95.32,33.95,616.54,142.19,650.49
QBM,Sep-2021,2021-09-27 00:00:00,68.16,827.6769444444445,493.30,0.00,68.16,22.75,624.64,180.29,647.39
QBM,Sep-2021,2021-09-28 00:00:00,42.88,845.0883333333333,504.00,0.00,42.88,11.99,640.36,192.75,652.34
QBM,Sep-2021,2021-09-29 00:00:00,26.82,861.1802777777777,504.00,0.00,26.82,29.03,681.06,151.09,710.09
QBM,Sep-2021,2021-09-30 00:00:00,42.25,792.9080555555556,504.00,16.64,95.09,12.69,643.21,137.01,655.90
